temperature,pressure,flow_rate,voltage,current,rpm,vibration,humidity,power_consumption,response_time,packet_size,command_frequency,error_rate,network_latency,label,industry
62.29,146.85,107.54,228.36,24.18,1624.64,2.77,44.74,15.97,46.24,644.75,5.98,0.02,22.68,0,power_plant
86.24,125.44,65.7,217.78,17.37,2463.09,3.16,63.82,16.76,57.65,372.31,10.78,0.03,13.91,0,power_plant
61.18,117.09,98.03,231.81,20.48,2207.36,4.68,46.24,36.57,70.43,342.83,10.47,0.02,21.39,0,power_plant
79.64,206.18,106.21,220.46,22.67,2595.1,2.72,36.53,25.66,39.26,357.31,7.34,0.02,36.92,0,power_plant
49.03,154.08,96.74,232.59,17.74,2563.93,3.28,46.54,23.73,77.02,700.91,10.71,0.03,27.35,0,power_plant
43.33,152.96,120.18,232.42,18.61,1954.13,2.27,42.24,18.94,47.54,606.93,7.52,0.02,34.18,0,power_plant
53.3,97.76,88.38,246.62,20.7,1909.42,1.57,46.35,27.0,44.14,452.63,16.61,0.01,41.12,0,power_plant
68.32,166.55,77.78,231.45,18.3,1657.09,2.11,42.77,28.39,56.71,648.52,13.96,0.03,19.22,0,power_plant
69.55,157.48,104.88,224.72,18.63,2051.3,2.56,35.84,26.73,67.65,391.38,9.19,0.01,28.03,0,power_plant
66.11,146.17,93.17,233.09,9.56,2504.53,2.3,55.52,32.63,50.4,355.53,10.81,0.01,17.82,0,power_plant
68.68,203.02,127.57,221.12,21.08,1889.3,2.95,64.64,30.04,55.3,515.52,5.5,0.04,31.75,0,power_plant
82.38,135.1,80.99,241.56,18.37,2637.22,2.3,48.27,9.43,52.94,452.93,7.44,0.03,34.44,0,power_plant
70.62,129.24,90.43,224.07,20.87,1782.95,2.51,46.73,28.1,34.78,619.78,12.22,0.04,35.15,0,power_plant
66.91,209.28,110.35,230.93,18.3,1790.54,3.59,45.9,36.73,40.29,557.36,10.53,0.03,29.36,0,power_plant
75.24,189.44,111.82,232.99,10.74,1863.45,1.24,30.23,26.68,51.1,749.47,15.6,0.04,44.4,0,power_plant
66.94,157.84,64.36,225.08,21.44,2441.9,1.7,57.23,34.07,77.28,637.64,9.38,0.03,20.23,0,power_plant
54.4,133.46,68.7,233.83,15.36,2283.9,3.18,35.72,29.48,32.63,744.23,5.23,0.01,37.26,0,power_plant
47.44,130.57,86.06,234.53,18.56,2484.41,3.45,46.45,21.74,83.57,642.01,11.71,0.05,24.49,0,power_plant
74.34,124.4,84.53,226.1,13.63,2722.83,1.44,43.68,26.35,21.17,485.92,8.58,0.02,35.33,0,power_plant
62.89,171.73,83.42,241.47,9.5,2224.11,2.05,50.2,11.85,64.97,456.75,15.99,0.02,22.16,0,power_plant
76.93,170.56,94.98,229.47,26.67,1629.29,2.4,32.56,26.46,81.45,586.79,12.54,0.02,33.82,0,power_plant
73.09,128.74,99.24,216.76,17.03,2896.56,3.76,36.33,28.09,27.19,563.63,13.35,0.04,26.05,0,power_plant
84.78,127.82,87.81,224.84,15.92,1668.73,2.25,51.21,25.71,69.84,677.49,15.06,0.02,38.52,0,power_plant
53.68,149.58,89.45,227.46,19.54,2217.06,3.6,42.05,39.17,82.16,418.55,17.43,0.03,15.16,0,power_plant
70.59,96.95,150.0,220.2,13.51,1267.16,2.55,39.45,25.29,72.74,442.58,14.03,0.03,37.6,0,power_plant
72.79,137.79,113.28,223.2,19.61,1952.75,2.95,43.87,7.28,40.53,602.48,10.53,0.03,28.41,0,power_plant
59.32,169.32,97.92,227.04,21.44,3146.7,2.83,47.55,34.95,45.98,723.32,11.33,0.01,40.78,0,power_plant
51.11,143.05,95.65,223.12,18.25,2929.84,2.1,41.12,34.1,63.0,634.28,11.59,0.03,33.3,0,power_plant
57.73,146.38,59.02,238.08,19.49,1803.14,3.09,45.3,34.4,39.31,353.75,5.92,0.02,29.31,0,power_plant
75.3,132.66,109.37,224.69,20.85,2279.26,1.1,56.57,6.82,55.83,599.98,5.1,0.01,21.71,0,power_plant
64.82,127.88,92.51,226.03,8.29,1504.86,2.79,33.02,18.15,48.96,126.62,4.91,0.03,28.2,0,power_plant
69.49,130.37,86.66,225.69,16.35,2855.64,1.21,62.15,34.2,33.4,512.59,10.61,0.03,30.81,0,power_plant
86.53,143.25,77.78,235.72,19.96,2260.85,2.91,50.5,44.69,79.34,524.03,8.54,0.01,27.98,0,power_plant
57.8,149.55,91.06,230.67,24.47,1112.89,2.87,41.16,35.73,43.86,338.49,9.27,0.03,29.16,0,power_plant
77.26,150.48,114.46,223.19,16.13,1919.18,3.47,46.29,26.46,59.49,624.02,11.44,0.02,27.39,0,power_plant
57.51,145.54,97.57,237.63,14.7,2002.29,2.36,46.61,26.84,73.28,64.0,8.7,0.02,25.03,0,power_plant
70.17,114.71,115.92,236.81,16.91,2272.25,4.11,58.21,35.18,55.43,289.48,5.8,0.02,28.72,0,power_plant
66.34,168.09,82.93,229.47,13.8,2198.97,1.86,47.49,28.02,53.75,336.15,12.34,0.03,24.04,0,power_plant
70.49,178.98,104.07,222.36,19.02,2414.37,4.28,33.21,14.01,60.74,678.43,9.86,0.02,33.37,0,power_plant
83.41,129.71,56.58,231.34,19.94,2731.19,2.62,36.71,41.08,21.11,749.49,9.1,0.04,23.91,0,power_plant
68.48,165.65,80.2,224.44,19.29,2738.64,1.96,60.38,36.09,45.7,699.09,11.8,0.03,25.78,0,power_plant
72.43,124.69,71.12,234.13,16.1,2384.2,3.86,45.68,30.6,53.17,695.16,8.05,0.03,24.12,0,power_plant
66.93,196.04,90.21,231.2,22.85,2471.01,1.64,39.01,33.69,87.64,550.62,14.04,0.02,30.33,0,power_plant
72.99,182.26,48.71,232.8,16.87,1613.77,2.78,41.95,19.42,36.94,592.18,9.22,0.05,19.67,0,power_plant
59.04,176.97,112.15,230.67,14.52,2628.77,1.98,34.93,34.56,71.93,470.91,10.23,0.03,38.1,0,power_plant
78.78,157.84,97.16,237.96,13.34,800.0,2.61,44.04,26.61,53.69,331.43,6.63,0.02,15.64,0,power_plant
70.54,131.06,90.64,238.35,10.93,1870.35,3.18,33.39,34.44,32.45,740.94,9.09,0.03,31.77,0,power_plant
64.73,96.15,130.99,232.34,20.36,2175.37,1.84,34.66,24.52,34.14,541.42,12.53,0.02,16.0,0,power_plant
72.21,173.58,128.5,225.79,23.55,2194.76,2.67,40.93,29.06,38.92,483.02,13.67,0.02,35.24,0,power_plant
60.1,137.92,135.03,228.49,11.02,2553.5,3.08,44.2,37.41,54.0,450.7,15.11,0.02,32.58,0,power_plant
55.28,173.43,61.95,230.66,12.73,1809.23,2.5,36.68,42.26,59.94,733.72,4.65,0.03,32.02,0,power_plant
47.13,165.86,91.61,229.71,19.27,2730.39,2.73,39.29,22.04,67.31,533.66,8.23,0.04,35.81,0,power_plant
73.73,167.31,96.88,224.04,15.18,2411.72,3.47,38.54,49.07,38.69,704.32,9.08,0.02,33.16,0,power_plant
72.74,129.73,66.81,233.75,20.82,1345.74,1.93,50.19,16.01,49.59,437.44,12.04,0.03,30.7,0,power_plant
79.29,162.32,106.45,227.52,15.87,2386.3,2.39,48.57,19.71,57.02,648.72,11.1,0.03,13.02,0,power_plant
69.0,189.9,97.29,228.16,25.4,2003.35,2.59,54.53,35.88,10.0,535.18,9.64,0.03,23.12,0,power_plant
63.47,184.13,70.55,230.74,16.82,2010.75,3.06,57.66,24.51,59.61,595.77,11.7,0.01,20.83,0,power_plant
56.76,180.28,57.5,244.4,14.9,2719.38,3.06,36.27,35.25,36.5,453.38,11.85,0.03,18.19,0,power_plant
75.49,152.28,92.58,228.26,16.94,1667.23,2.8,32.29,32.63,76.35,599.6,15.03,0.02,39.08,0,power_plant
59.53,164.38,111.95,230.36,17.66,2515.9,1.91,37.58,23.9,59.77,518.78,10.2,0.03,31.44,0,power_plant
49.59,167.47,121.6,233.51,9.37,2478.2,3.07,64.0,12.8,35.27,677.45,14.01,0.02,32.56,0,power_plant
65.99,157.47,88.82,212.52,17.2,2340.78,3.73,34.61,23.4,45.7,532.41,13.33,0.03,28.27,0,power_plant
43.73,148.61,140.77,245.32,18.83,1219.69,1.54,46.04,40.15,73.47,653.54,8.69,0.03,20.68,0,power_plant
65.37,146.23,93.86,222.61,15.98,1905.61,3.78,48.92,21.78,53.37,523.14,12.81,0.03,26.45,0,power_plant
68.01,149.7,72.33,231.74,17.83,2106.5,2.07,38.38,22.36,59.37,495.54,12.19,0.03,29.19,0,power_plant
73.06,176.61,88.64,227.9,20.82,1938.04,1.59,39.97,29.27,53.25,257.9,6.5,0.02,26.01,0,power_plant
83.43,206.01,109.68,239.35,24.05,2296.45,2.02,32.57,39.08,67.66,637.95,11.92,0.01,31.37,0,power_plant
66.61,192.3,55.03,221.71,18.39,1883.81,3.6,39.51,20.38,88.7,591.3,9.58,0.02,28.42,0,power_plant
54.67,164.88,85.67,230.82,22.76,1162.15,2.45,52.94,25.61,46.59,435.6,10.31,0.03,35.98,0,power_plant
59.29,192.81,89.16,228.24,19.01,2158.12,3.54,44.4,34.14,66.26,549.89,14.98,0.03,12.12,0,power_plant
44.5,166.16,77.78,216.15,15.28,1402.07,2.92,51.12,19.31,41.01,694.05,16.41,0.02,10.81,0,power_plant
65.83,171.42,82.38,231.63,19.64,1578.87,3.24,35.23,21.2,55.41,639.21,16.42,0.03,20.2,0,power_plant
52.58,155.44,92.81,235.94,23.22,1627.31,2.9,39.83,24.08,62.34,495.38,8.91,0.02,29.31,0,power_plant
67.56,179.88,104.66,225.11,17.63,2109.59,3.3,40.81,27.01,53.16,637.9,9.73,0.03,19.39,0,power_plant
54.8,146.28,86.9,239.18,18.39,2345.18,3.45,40.29,28.69,64.86,280.1,8.8,0.01,33.13,0,power_plant
61.56,201.01,71.0,223.77,16.62,1596.4,3.58,38.04,22.23,40.57,498.84,8.51,0.03,38.84,0,power_plant
66.62,162.74,55.35,231.79,14.05,2513.63,2.36,30.1,36.29,73.84,682.21,13.89,0.02,30.94,0,power_plant
64.58,115.79,85.31,212.9,19.82,3106.34,2.86,41.6,31.36,49.29,547.22,13.21,0.01,29.73,0,power_plant
72.8,133.37,116.54,232.55,18.52,1401.49,2.8,28.13,23.42,68.77,785.2,11.05,0.01,34.89,0,power_plant
67.74,155.42,94.21,238.34,17.34,2735.5,3.14,61.84,23.72,43.76,680.64,7.93,0.03,34.5,0,power_plant
78.63,159.24,90.91,224.59,15.69,1725.3,2.3,39.0,30.81,69.78,678.94,12.12,0.03,23.79,0,power_plant
67.99,150.15,81.05,229.09,18.36,2346.08,2.42,41.36,16.71,58.58,628.11,10.51,0.04,26.31,0,power_plant
76.95,199.36,83.02,234.68,9.31,2399.8,1.96,45.65,39.01,53.13,473.97,5.99,0.02,36.65,0,power_plant
63.78,133.85,81.31,219.55,20.1,1926.97,2.55,58.56,23.97,78.37,455.67,17.57,0.03,27.34,0,power_plant
58.43,174.54,92.46,233.21,27.46,2267.53,2.69,40.46,31.61,79.81,502.9,5.78,0.03,30.22,0,power_plant
74.98,102.36,74.53,222.56,18.27,3117.43,4.17,41.36,35.23,29.67,685.18,8.75,0.04,29.78,0,power_plant
80.96,156.29,83.3,220.52,17.71,2135.96,2.44,56.07,24.72,58.19,332.76,8.65,0.03,29.32,0,power_plant
65.02,135.88,93.28,223.4,7.97,2974.36,2.64,49.62,19.0,64.97,756.67,8.68,0.02,42.07,0,power_plant
82.98,160.21,50.2,223.05,18.31,2127.26,2.02,32.36,20.13,45.14,546.54,10.4,0.01,26.1,0,power_plant
71.8,114.47,100.08,233.66,13.82,3285.56,2.39,60.96,25.82,57.4,344.17,5.96,0.04,27.83,0,power_plant
58.37,177.3,107.8,227.57,14.9,1741.17,4.22,40.64,35.87,46.54,674.94,7.07,0.03,26.1,0,power_plant
62.05,162.28,93.65,225.26,13.26,1593.99,2.47,35.14,28.6,31.62,642.3,10.27,0.03,22.39,0,power_plant
62.91,151.43,137.96,233.16,15.68,2504.49,3.11,30.49,34.5,33.18,522.63,9.33,0.04,9.35,0,power_plant
65.87,159.03,104.87,228.24,20.19,2144.73,2.19,47.47,37.46,47.94,319.56,9.67,0.04,24.24,0,power_plant
71.68,177.06,96.36,231.07,17.2,2249.7,2.13,36.02,37.82,47.11,499.84,9.8,0.03,25.01,0,power_plant
64.3,162.77,108.19,227.69,21.75,2888.54,3.79,54.79,28.14,54.93,524.43,15.96,0.02,29.22,0,power_plant
80.92,189.85,82.66,232.53,17.28,2283.83,0.87,47.99,32.07,62.65,420.37,15.69,0.02,38.7,0,power_plant
53.23,179.35,73.22,231.56,23.36,2416.73,2.41,48.73,26.66,55.58,745.84,11.67,0.03,23.4,0,power_plant
80.18,152.85,69.49,223.89,18.52,1476.66,2.4,50.31,29.33,62.66,512.91,8.9,0.01,32.68,0,power_plant
83.91,105.1,106.03,235.94,16.34,1526.5,3.36,32.74,28.46,73.23,427.32,11.58,0.03,22.11,0,power_plant
85.24,168.84,87.94,227.78,16.74,2227.64,3.73,36.51,32.5,80.48,480.19,6.22,0.02,24.24,0,power_plant
68.57,181.5,88.15,228.47,11.83,1855.57,3.24,26.4,29.41,68.27,479.02,8.81,0.03,20.98,0,power_plant
80.34,158.28,102.82,243.54,20.89,1641.34,2.27,37.22,26.23,40.34,686.06,12.96,0.02,30.81,0,power_plant
71.12,134.36,91.75,224.25,20.09,2015.48,2.49,48.82,17.09,58.22,510.97,4.4,0.02,37.99,0,power_plant
54.61,157.43,133.83,214.28,19.67,2347.59,3.27,50.56,33.42,45.2,435.63,8.61,0.04,14.97,0,power_plant
53.1,162.35,106.28,214.42,12.59,1540.24,3.14,35.24,35.99,57.06,627.67,9.47,0.02,34.01,0,power_plant
60.22,139.86,94.07,226.3,15.58,2146.48,2.99,61.21,21.55,74.04,414.83,15.76,0.02,19.4,0,power_plant
92.77,160.58,69.97,228.26,19.37,1732.99,3.91,44.49,16.13,37.65,579.5,9.65,0.03,25.5,0,power_plant
62.55,199.86,116.86,224.19,13.57,1346.72,2.23,50.04,37.98,71.48,252.46,10.96,0.04,26.16,0,power_plant
78.37,166.03,78.86,220.7,25.78,1584.24,1.27,54.49,16.67,62.18,231.78,9.38,0.04,23.17,0,power_plant
58.72,198.03,73.88,230.57,18.62,1725.57,3.51,34.0,35.71,59.05,786.02,4.82,0.01,28.32,0,power_plant
62.74,131.76,75.79,234.0,20.08,1981.68,3.62,43.96,30.36,62.06,932.02,7.34,0.03,26.41,0,power_plant
55.41,112.44,107.75,218.4,22.55,2188.49,2.67,46.38,28.0,60.27,689.3,10.75,0.02,33.28,0,power_plant
66.16,151.05,69.63,228.68,18.63,1495.75,3.75,39.96,42.95,69.82,879.62,7.58,0.02,33.92,0,power_plant
62.43,188.22,99.1,227.69,17.7,2408.96,2.03,38.22,30.19,62.82,599.69,6.7,0.03,30.47,0,power_plant
74.07,133.13,106.97,220.29,14.12,2209.77,1.23,61.74,31.43,51.87,465.21,15.6,0.01,28.31,0,power_plant
59.64,190.12,81.93,238.8,15.2,1198.93,3.15,44.5,24.86,34.83,473.17,15.7,0.03,30.95,0,power_plant
70.34,145.45,57.74,241.95,12.09,2431.29,3.46,54.96,30.54,49.72,764.31,9.64,0.04,17.56,0,power_plant
46.38,184.54,119.8,229.49,19.27,2485.71,2.3,49.64,29.38,65.81,727.28,18.75,0.03,23.28,0,power_plant
62.22,118.27,89.92,223.28,10.49,1724.72,1.74,43.59,24.1,51.16,563.11,8.17,0.02,16.39,0,power_plant
83.2,173.85,95.72,242.15,16.41,2361.16,2.44,35.0,31.08,59.74,545.85,12.92,0.04,31.87,0,power_plant
69.46,180.41,100.39,224.39,16.74,2064.01,3.48,33.84,32.35,70.85,499.8,9.78,0.02,9.31,0,power_plant
66.56,161.85,70.02,225.87,15.73,1655.14,0.76,40.73,22.0,32.12,294.52,14.61,0.02,11.76,0,power_plant
38.12,148.45,87.25,233.51,20.33,1563.89,1.79,46.89,22.44,61.57,571.26,9.38,0.03,42.06,0,water_treatment
48.81,81.15,105.81,236.19,14.59,2028.92,1.5,39.04,41.25,37.42,575.95,7.87,0.01,35.95,0,water_treatment
57.7,74.99,48.47,224.01,16.0,2240.81,1.62,47.5,24.95,28.5,546.2,9.5,0.02,39.23,0,water_treatment
43.88,109.31,102.01,230.51,11.43,1585.56,2.93,34.83,24.01,32.45,501.01,11.71,0.02,31.66,0,water_treatment
34.81,74.93,108.52,220.07,16.46,2583.46,3.39,48.26,31.5,61.91,535.07,11.83,0.03,21.47,0,water_treatment
51.51,133.54,79.27,232.61,14.19,2767.25,3.98,31.46,32.09,89.9,420.2,17.32,0.02,20.93,0,water_treatment
33.18,85.62,107.87,217.43,13.51,2136.02,2.98,44.88,32.74,59.17,308.0,10.77,0.03,44.4,0,water_treatment
46.23,57.12,64.39,226.12,18.09,2394.61,4.65,33.57,20.65,70.6,130.99,12.24,0.03,19.52,0,water_treatment
64.13,130.33,115.55,220.88,16.29,2685.34,1.9,40.75,29.85,52.41,631.47,12.78,0.03,21.9,0,water_treatment
37.98,117.43,104.48,228.32,12.41,2507.21,2.95,53.66,32.18,40.41,607.39,13.31,0.02,33.41,0,water_treatment
55.32,118.17,72.56,222.75,18.57,2383.42,3.09,40.91,29.82,59.22,516.56,11.05,0.03,38.66,0,water_treatment
45.16,111.33,78.89,223.42,15.16,2884.43,1.99,47.0,29.6,86.3,774.72,9.85,0.02,32.58,0,water_treatment
46.46,79.01,74.9,220.88,23.13,2231.86,3.49,42.96,21.19,20.14,450.61,8.79,0.02,36.9,0,water_treatment
53.76,107.88,98.51,234.97,18.66,2145.22,2.08,48.75,19.55,44.23,471.38,4.11,0.03,45.52,0,water_treatment
56.04,143.94,113.03,227.33,15.13,1545.17,2.52,33.67,22.22,64.81,384.39,14.17,0.03,34.94,0,water_treatment
26.76,129.85,98.58,223.54,13.4,2349.82,3.15,39.51,30.38,52.88,754.51,11.21,0.04,29.43,0,water_treatment
54.73,110.38,76.25,230.03,21.5,1828.12,1.85,54.08,33.27,65.1,558.51,14.34,0.01,29.59,0,water_treatment
68.21,62.1,88.87,232.65,19.08,1882.74,4.08,32.75,27.64,54.08,652.8,11.54,0.03,24.39,0,water_treatment
36.04,125.55,107.8,227.94,14.21,1972.8,3.47,44.03,14.57,63.67,478.56,10.57,0.03,15.99,0,water_treatment
50.53,99.6,76.06,221.72,26.2,2155.91,2.41,46.03,17.5,64.39,535.11,11.24,0.02,14.98,0,water_treatment
52.53,90.69,101.3,232.87,21.81,1841.31,2.85,48.23,32.18,61.99,817.74,9.3,0.03,31.0,0,water_treatment
44.96,78.79,87.12,218.72,20.64,2321.83,2.45,54.92,25.49,23.93,863.93,15.73,0.03,25.03,0,water_treatment
40.78,84.68,90.15,228.43,13.07,2834.45,2.33,45.85,29.61,41.48,488.76,9.63,0.03,33.81,0,water_treatment
27.79,79.22,86.65,224.93,14.99,2170.42,3.12,42.51,31.91,57.42,634.26,8.4,0.01,34.46,0,water_treatment
45.18,131.79,94.84,223.09,10.75,2210.09,3.35,42.64,30.87,61.25,438.26,9.8,0.02,30.14,0,water_treatment
50.0,30.0,83.87,238.25,17.42,2353.82,2.17,38.24,35.16,31.41,368.24,6.22,0.02,25.33,0,water_treatment
39.44,85.25,72.14,240.67,18.14,1872.58,2.69,57.79,26.49,68.33,730.11,12.16,0.03,26.08,0,water_treatment
47.68,82.43,115.89,222.48,21.63,1866.94,3.75,36.95,29.47,64.01,692.72,8.71,0.03,27.91,0,water_treatment
49.35,57.85,95.59,236.99,21.11,2045.6,2.7,50.36,36.76,42.15,672.01,12.01,0.02,40.92,0,water_treatment
45.92,83.72,75.5,221.52,16.81,1633.46,3.52,49.82,26.63,65.19,678.32,11.13,0.03,23.12,0,water_treatment
57.09,72.86,134.87,227.31,15.64,2340.2,2.48,44.94,19.95,39.12,595.82,5.61,0.02,36.47,0,water_treatment
64.41,65.9,94.04,225.82,10.97,2263.09,3.47,49.43,25.62,65.04,628.12,11.5,0.03,17.76,0,water_treatment
44.78,126.52,83.48,239.02,13.73,2288.65,3.16,37.47,23.51,39.16,698.18,11.56,0.02,33.72,0,water_treatment
53.92,123.34,122.73,235.51,22.79,1891.42,3.1,45.55,24.75,60.44,486.82,10.74,0.02,24.62,0,water_treatment
44.42,79.88,82.92,232.91,9.5,1987.3,3.69,53.85,28.75,54.95,752.97,6.23,0.03,36.46,0,water_treatment
34.21,129.54,95.95,232.12,20.15,2044.57,2.57,39.72,29.86,62.8,435.44,14.55,0.02,23.58,0,water_treatment
56.5,80.62,103.98,229.97,23.73,2764.52,1.8,42.8,32.19,64.46,734.47,12.73,0.04,22.24,0,water_treatment
57.19,72.85,64.2,224.05,12.35,2362.73,2.4,54.1,28.34,58.75,468.11,11.93,0.03,35.28,0,water_treatment
47.65,77.93,83.91,238.06,16.08,2092.56,1.43,51.59,31.52,46.28,336.98,11.03,0.03,22.11,0,water_treatment
49.62,92.07,82.48,232.05,24.77,2240.28,2.58,49.62,32.31,59.0,819.1,6.64,0.02,18.06,0,water_treatment
44.81,131.63,64.5,233.15,13.15,2016.44,3.47,43.28,25.36,38.46,571.79,12.53,0.03,24.15,0,water_treatment
42.74,135.08,90.8,214.82,20.6,2323.62,3.08,51.3,25.39,29.41,341.7,7.72,0.03,18.5,0,water_treatment
65.18,124.29,72.29,224.72,23.13,2643.78,3.33,37.47,26.89,40.63,678.92,6.44,0.03,14.91,0,water_treatment
54.81,93.73,104.09,230.45,16.95,2561.73,3.77,59.22,36.5,64.68,543.87,7.63,0.03,27.65,0,water_treatment
34.01,94.27,117.26,239.52,11.3,1676.06,2.83,50.9,36.25,58.77,415.38,5.34,0.03,24.77,0,water_treatment
54.74,62.76,103.08,233.39,19.57,2248.66,2.66,44.33,33.97,63.99,511.09,7.58,0.02,27.45,0,water_treatment
38.91,92.11,83.87,231.31,16.52,1731.69,1.27,44.3,23.29,46.34,477.87,10.26,0.04,38.91,0,water_treatment
29.5,88.77,88.26,223.84,15.36,2547.56,3.39,42.75,21.41,69.0,572.44,15.63,0.04,36.54,0,water_treatment
44.37,89.22,82.32,236.55,17.16,2132.63,3.25,44.59,20.38,42.62,731.9,12.95,0.03,21.34,0,water_treatment
56.13,140.78,65.51,236.62,16.76,2309.06,3.56,51.6,24.08,50.07,555.85,9.01,0.02,27.35,0,water_treatment
51.17,110.42,95.09,222.51,22.46,2643.29,2.6,38.63,32.01,53.94,538.95,10.7,0.03,19.04,0,water_treatment
43.15,96.64,100.96,229.38,13.91,1987.99,2.87,44.87,33.26,24.65,448.02,11.02,0.02,24.95,0,water_treatment
45.49,122.96,69.33,231.31,18.57,1500.71,3.25,53.13,34.7,46.64,777.18,5.25,0.03,34.4,0,water_treatment
65.17,99.11,102.32,229.22,19.77,2626.64,1.4,57.31,44.98,43.28,717.3,14.95,0.04,15.67,0,water_treatment
41.66,130.61,66.16,224.55,26.94,1962.77,3.01,46.44,12.66,58.96,410.47,10.64,0.03,47.69,0,water_treatment
52.73,115.73,119.3,218.58,9.53,1458.94,2.92,40.75,25.54,66.16,423.35,8.8,0.02,16.25,0,water_treatment
37.39,92.41,122.86,233.94,6.93,2258.82,1.54,42.12,21.88,74.47,574.58,11.83,0.02,31.23,0,water_treatment
33.84,85.82,78.26,238.24,15.55,2816.42,2.72,47.47,22.02,51.09,806.9,7.42,0.02,21.91,0,water_treatment
43.16,107.75,104.91,227.18,18.28,2433.48,3.27,47.36,37.02,35.13,485.27,4.62,0.03,29.32,0,water_treatment
47.65,113.77,114.7,234.96,12.21,1932.72,2.54,53.13,29.34,15.75,799.91,12.52,0.02,42.14,0,water_treatment
58.91,89.44,89.82,231.93,21.64,1774.9,2.73,52.39,20.94,22.52,631.12,10.86,0.02,30.86,0,water_treatment
57.82,149.24,70.49,240.67,10.83,2633.67,2.13,42.43,20.77,59.11,546.8,9.85,0.01,28.04,0,water_treatment
53.74,110.75,108.05,223.27,17.47,1643.94,2.3,46.1,25.99,71.24,590.31,12.97,0.02,22.08,0,water_treatment
54.21,109.31,56.85,229.4,19.98,1704.41,1.83,49.14,34.19,63.92,691.5,10.95,0.03,33.22,0,water_treatment
57.1,116.52,68.25,231.83,11.67,1950.57,1.54,44.1,26.11,66.1,729.39,10.97,0.02,31.89,0,water_treatment
37.05,109.26,83.89,237.55,21.19,1674.98,3.33,50.41,23.74,52.11,591.45,5.78,0.02,29.33,0,water_treatment
51.28,76.83,61.68,231.2,19.84,2245.91,3.38,38.2,14.68,30.84,526.74,9.91,0.04,32.58,0,water_treatment
70.51,127.42,132.38,233.2,12.83,2624.75,1.54,45.05,31.73,66.12,359.17,12.82,0.03,29.47,0,water_treatment
48.77,119.16,53.86,223.21,14.18,2519.41,2.72,40.67,22.31,33.34,440.98,12.39,0.04,31.21,0,water_treatment
44.25,175.77,69.67,224.77,18.6,2185.67,3.07,53.13,40.88,33.19,491.33,14.55,0.02,14.52,0,water_treatment
59.26,130.12,126.81,230.15,12.96,2173.6,2.22,42.6,19.88,38.64,362.88,10.66,0.03,22.12,0,water_treatment
35.71,117.53,97.42,230.71,21.95,1853.26,2.5,54.88,38.94,46.7,632.78,10.54,0.02,21.05,0,water_treatment
56.35,101.99,110.48,225.22,15.18,2041.56,4.01,40.74,42.44,54.03,588.64,5.42,0.02,23.23,0,water_treatment
67.28,86.7,87.87,226.15,20.62,3412.52,3.63,32.79,26.59,53.89,445.13,13.41,0.01,31.33,0,water_treatment
47.82,116.0,85.6,222.27,18.86,2419.2,2.98,52.82,39.34,67.29,826.32,10.36,0.03,31.03,0,water_treatment
48.47,105.76,80.48,224.37,14.21,2521.88,2.87,54.6,29.41,39.66,738.74,10.84,0.02,28.39,0,water_treatment
30.66,111.01,120.03,225.76,24.67,2318.46,1.91,50.05,25.86,53.88,523.72,9.67,0.03,29.7,0,water_treatment
31.34,125.9,136.05,228.42,13.18,1823.58,2.76,45.17,26.69,53.17,556.12,7.33,0.03,32.84,0,water_treatment
65.37,68.99,72.83,232.24,22.91,1797.03,2.75,28.8,25.77,33.47,494.28,15.21,0.02,20.88,0,water_treatment
43.05,92.59,97.7,233.35,22.17,1530.71,2.46,38.89,15.61,68.34,654.37,9.65,0.03,22.0,0,water_treatment
40.49,163.7,113.49,234.55,16.57,2569.64,1.69,51.79,39.56,68.09,437.16,4.87,0.02,38.24,0,water_treatment
28.33,83.03,64.84,233.45,18.22,2470.09,2.34,30.5,19.92,45.33,154.51,15.25,0.03,37.03,0,water_treatment
67.24,110.49,63.15,226.98,18.49,2834.29,3.19,56.82,28.18,63.08,690.79,8.13,0.03,15.14,0,water_treatment
37.83,109.8,83.87,234.35,23.11,1683.03,1.93,53.67,19.74,52.45,616.17,9.87,0.02,31.19,0,water_treatment
53.76,99.94,68.49,233.49,15.91,3094.06,2.6,43.56,5.54,56.83,434.21,5.31,0.02,17.49,0,water_treatment
48.1,140.26,96.07,238.26,15.05,2458.75,2.98,34.88,14.35,69.95,490.92,3.81,0.01,18.81,0,water_treatment
52.97,125.26,86.43,228.3,19.86,2323.8,1.74,38.29,29.32,39.74,511.25,16.97,0.04,24.08,0,water_treatment
33.1,99.07,112.13,237.51,10.32,1556.99,2.17,51.05,21.93,45.42,305.38,14.84,0.02,11.6,0,water_treatment
55.8,148.08,93.47,222.75,14.17,2115.64,2.22,60.91,45.11,42.53,875.95,13.9,0.04,33.01,0,water_treatment
41.61,83.36,126.0,231.04,20.39,2776.26,2.22,37.95,31.98,40.9,511.29,10.63,0.03,33.99,0,water_treatment
42.79,75.47,73.97,233.87,13.74,2404.43,1.93,48.94,12.09,43.15,280.18,10.81,0.04,36.89,0,water_treatment
45.85,73.46,112.01,238.52,16.81,2168.7,2.91,50.34,27.11,52.79,631.96,12.36,0.03,32.24,0,water_treatment
53.5,95.22,52.38,228.75,14.09,2279.55,1.32,41.91,13.67,53.17,319.65,11.58,0.03,38.37,0,water_treatment
