temperature,pressure,flow_rate,voltage,current,rpm,vibration,humidity,power_consumption,response_time,packet_size,command_frequency,error_rate,network_latency,label,industry
35.94,92.05,207.72,232.65,20.51,5605.59,4.45,109.67,24.2,34.63,815.18,24.95,0.01,22.61,1,water_treatment
104.4,83.31,100.33,233.39,18.53,5811.59,-1.3,52.98,29.98,186.6,547.26,6.41,0.03,23.85,1,water_treatment
65.2,84.4,615.7,1138.98,10.2,2642.7,16.67,46.52,182.16,53.06,518.26,78.29,0.04,20.96,1,water_treatment
46.65,48.44,67.48,0.0088,14.39,1949.89,1.8,0.0085,28.75,71.64,665.5,10.03,0.03,0.0059,1,water_treatment
29.06,86.35,74.06,196.33,18.11,5737.23,3.97,54.0,27.56,162.76,485.1,-12.13,0.06,100.57,1,water_treatment
255.0,106.38,110.06,223.71,14.31,2991.61,43.29,52.98,29.0,36.19,6.4,14.13,0.02,18.05,1,water_treatment
40.12,129.29,99.53,235.49,16.57,1983.77,4.15,52.77,26.21,39.95,2514.0,67.7,0.506,596.1,1,water_treatment
20.74,500.0,103.8,232.88,75.0,2092.37,26.07,175.0,35.09,39.64,588.23,12.51,0.03,27.76,1,water_treatment
30.72,141.72,65.69,223.98,10.04,2093.66,2.87,45.94,12.63,67.05,4586.0,71.3,0.458,574.9,1,water_treatment
312.62,104.71,494.63,218.5,16.86,1762.91,2.89,30.07,34.47,62.71,303.25,4.21,0.01,39.31,1,water_treatment
132.01,255.39,-32.8,232.06,-12.32,1895.42,2.21,37.08,42.95,-62.35,1580.29,8.95,0.03,24.24,1,water_treatment
52.53,724.44,450.8,234.12,17.68,16644.13,23.16,49.5,19.99,444.26,329.39,11.92,0.04,43.8,1,water_treatment
22.91,106.6,110.86,233.31,18.01,-380.99,2.46,51.61,33.5,40.98,621.78,-18.22,0.11,26.68,1,water_treatment
2.0,104.81,100.06,222.63,20.39,9000.0,38.06,70.0,28.75,300.0,2560.0,16.06,0.02,38.54,1,water_treatment
52.39,99.91,95.19,232.33,18.5,2379.68,3.36,35.95,35.69,55.95,5478.0,90.9,0.495,685.3,1,water_treatment
38.99,134.45,112.61,241.39,25.32,2404.99,2.16,57.82,28.82,41.76,2792.0,97.3,0.736,883.0,1,water_treatment
348.36,79.61,622.51,235.54,13.36,2192.05,2.22,202.27,33.24,41.4,379.51,11.69,0.04,20.21,1,water_treatment
44.78,115.02,121.62,223.33,15.15,1907.64,4.27,41.05,26.56,57.58,7670.0,128.7,0.888,470.6,1,water_treatment
42.36,145.94,104.69,183.44,-5.23,2333.12,1.23,34.82,23.22,-71.33,757.48,12.22,-0.01,27.91,1,water_treatment
212.5,500.0,103.79,221.82,18.28,2285.19,47.13,53.37,41.21,40.81,3072.0,9.33,0.0,125.0,1,water_treatment
57.76,127.99,95.51,238.48,21.58,2671.11,6.91,52.43,74.98,116.49,1539.29,-5.56,-0.03,21.41,1,water_treatment
46.32,113.04,375.76,225.38,77.27,1657.98,3.0,52.6,209.55,47.1,571.24,12.17,0.23,21.04,1,water_treatment
135.62,266.77,107.99,283.5,29.29,5480.17,2.92,40.19,40.95,58.32,485.02,13.96,0.04,29.98,1,water_treatment
38.8,93.65,258.7,283.48,-14.54,-1333.71,2.33,58.65,-29.58,42.15,353.38,18.02,0.08,37.84,1,water_treatment
246.88,117.02,391.99,796.7,19.83,2868.16,1.8,41.36,23.87,440.47,4013.2,10.34,0.03,27.2,1,water_treatment
138.77,93.14,101.21,239.98,13.24,2545.02,2.3,40.41,34.09,-29.11,534.5,10.37,-0.02,26.17,1,water_treatment
37.04,25.0,66.6,228.15,11.61,1629.88,38.22,39.45,27.31,63.83,489.21,0.1,0.04,38.71,1,water_treatment
46.29,75.43,77.0,228.96,0.003,1804.36,2.98,45.57,0.0051,51.41,356.97,0.0009,0.02,36.05,1,water_treatment
52.57,102.87,74.38,237.8,0.0028,0.0002,2.05,0.0079,16.31,62.3,449.48,9.6,0.04,38.25,1,water_treatment
43.53,131.54,74.87,227.63,16.71,2413.12,2.37,43.94,29.65,43.74,7300.0,159.2,0.783,694.3,1,water_treatment
-52.83,106.85,91.45,228.65,11.04,-763.54,1.91,42.13,14.99,55.19,806.94,-11.26,0.03,23.12,1,water_treatment
25.3,105.82,82.96,224.65,17.56,2768.72,2.55,36.6,0.0019,52.32,0.0021,0.0067,0.0096,18.5,1,water_treatment
66.46,104.28,85.23,240.21,11.19,2000.26,2.84,37.46,12.67,44.16,7782.0,103.6,0.769,509.9,1,water_treatment
62.24,121.78,97.44,227.65,19.25,1541.88,1.56,49.2,31.04,27.91,4117.0,63.7,0.664,549.4,1,water_treatment
62.77,155.99,71.66,231.76,17.35,2266.13,2.9,0.0083,18.79,0.0043,815.93,13.61,0.0087,22.04,1,water_treatment
212.5,100.29,87.3,231.27,19.79,2745.03,18.35,51.86,12.82,53.04,3072.0,11.52,0.15,0.5,1,water_treatment
53.54,131.36,82.6,226.16,21.3,0.0086,2.98,63.2,21.72,0.0019,0.0011,16.89,0.02,0.007,1,water_treatment
35.31,93.89,0.0098,222.7,19.83,0.0026,0.0078,45.51,29.75,63.37,0.0098,7.78,0.0,37.05,1,water_treatment
40.98,-82.62,94.36,227.18,20.46,6251.12,-1.71,27.4,22.78,63.11,-822.25,-12.01,0.02,27.57,1,water_treatment
48.32,128.04,106.8,228.86,15.96,2257.32,2.95,47.8,24.89,52.36,2323.0,114.3,0.863,244.4,1,manufacturing
-10.29,336.72,-36.17,279.5,-1.58,2083.41,2.72,35.79,23.66,45.42,1944.59,13.28,0.02,26.03,1,manufacturing
67.65,155.79,125.73,230.59,26.0,2343.89,2.45,49.06,30.82,56.6,4196.0,187.3,0.598,767.3,1,manufacturing
90.0,107.17,52.25,245.37,14.74,1951.97,3.96,46.02,14.3,34.18,6984.0,149.4,0.674,489.5,1,manufacturing
66.16,137.41,113.6,242.46,109.56,2707.94,1.7,243.73,31.7,58.68,495.54,12.71,0.25,161.47,1,manufacturing
-29.81,176.95,105.77,240.06,22.71,2290.79,2.37,50.84,79.07,-28.27,-690.49,30.52,0.02,38.92,1,manufacturing
2.0,189.75,72.06,105.0,21.09,2332.41,39.16,60.33,150.0,61.53,735.46,8.02,0.12,22.61,1,manufacturing
64.97,191.4,3.0,224.55,19.37,1724.56,42.08,33.02,2.5,69.09,687.96,9.4,0.15,125.0,1,manufacturing
8.63,188.57,109.97,233.48,-3.43,2231.0,2.59,46.48,-32.52,64.59,421.52,16.74,-0.05,14.21,1,manufacturing
45.8,71.84,97.45,233.46,19.14,2025.61,3.48,39.94,16.12,68.25,0.0074,5.1,0.01,0.0029,1,manufacturing
35.22,150.51,375.0,105.0,16.07,10800.0,30.92,42.96,27.45,47.64,168.35,15.84,0.03,34.61,1,manufacturing
54.09,101.55,93.37,224.0,23.78,2107.15,18.47,43.2,38.9,300.0,146.33,0.1,0.01,28.46,1,manufacturing
2.0,138.31,73.88,222.54,13.88,2052.13,48.21,28.24,0.5,300.0,711.43,6.5,0.03,150.0,1,manufacturing
62.68,156.17,450.0,223.64,2.5,1658.04,49.82,38.95,22.64,33.98,668.14,7.85,0.02,24.02,1,manufacturing
69.98,150.79,90.26,219.68,20.91,2304.5,16.34,210.0,19.83,300.0,671.5,11.25,0.02,26.71,1,manufacturing
372.35,992.61,51.93,224.39,13.13,1973.92,1.87,29.84,30.79,47.11,652.1,11.37,0.21,16.32,1,manufacturing
51.13,72.84,0.0072,236.47,19.79,2179.56,0.5,43.39,14.43,60.17,555.35,0.0029,0.05,23.35,1,manufacturing
212.5,156.28,103.54,233.14,24.14,1845.71,38.14,39.08,2.5,52.47,2560.0,14.01,0.02,0.5,1,manufacturing
77.08,124.95,103.78,230.27,14.27,1817.49,2.42,52.54,18.18,49.61,7839.0,180.1,0.488,386.0,1,manufacturing
60.16,158.89,51.64,235.83,17.27,2366.32,2.03,54.77,18.42,489.41,667.64,85.87,0.02,242.49,1,manufacturing
6.05,173.95,-71.87,223.86,15.43,2562.38,2.65,49.54,38.35,34.93,585.27,8.25,0.03,89.11,1,manufacturing
49.6,150.79,97.66,228.29,17.31,10800.0,32.83,27.37,34.86,26.46,3072.0,10.32,0.02,14.55,1,manufacturing
68.84,-81.88,-98.91,183.38,23.13,-1544.98,-1.02,41.35,23.99,56.75,1147.67,16.22,0.02,26.35,1,manufacturing
44.91,149.75,73.64,223.85,0.0045,2413.01,0.0009,0.0031,0.0004,54.8,521.04,16.23,0.02,38.56,1,manufacturing
10.0,143.16,79.8,220.41,18.68,1279.52,28.3,41.14,26.39,49.9,756.32,10.89,0.04,125.0,1,manufacturing
59.47,153.09,67.07,228.53,12.54,2100.52,37.33,10.0,34.06,1.0,277.41,50.0,0.02,18.28,1,manufacturing
63.19,117.03,83.89,235.99,18.09,2714.1,2.31,50.35,32.18,80.32,6954.0,57.0,0.587,214.3,1,manufacturing
60.04,145.69,98.11,21.0,26.53,1532.75,46.43,210.0,34.59,300.0,381.62,0.5,0.02,28.38,1,manufacturing
68.13,131.51,76.88,220.61,19.82,400.0,37.35,64.08,36.6,250.0,276.85,0.5,0.12,27.97,1,manufacturing
65.33,75.37,450.0,231.3,19.76,1719.06,19.3,50.19,2.5,60.91,780.12,10.28,0.02,0.5,1,manufacturing
53.78,25.0,85.52,223.55,12.54,2785.91,36.86,28.85,33.68,73.94,568.6,10.91,0.15,20.32,1,manufacturing
62.78,5.0,103.5,225.69,22.66,80.0,46.29,55.65,37.14,300.0,313.97,12.97,0.03,34.37,1,manufacturing
48.14,130.66,73.2,21.0,19.32,1979.34,16.78,210.0,25.76,42.38,32.0,0.5,0.01,20.24,1,manufacturing
53.3,0.0037,69.76,227.5,22.8,2537.13,2.26,0.0032,30.31,0.0016,395.62,0.0005,0.02,12.53,1,manufacturing
62.57,127.46,56.68,284.42,16.5,-2354.27,2.6,52.15,75.94,36.12,-737.29,10.21,0.07,27.0,1,manufacturing
64.83,149.24,99.23,238.83,21.26,3369.64,4.09,42.61,37.55,34.64,5831.0,58.3,0.842,661.6,1,manufacturing
397.37,167.07,88.23,224.91,89.1,9300.71,13.72,49.2,21.82,48.7,594.83,9.83,0.03,187.16,1,manufacturing
44.73,141.22,119.95,226.76,20.35,2211.68,4.06,40.9,27.83,56.82,368.9,54.06,0.14,159.6,1,manufacturing
45.85,166.9,58.87,229.95,19.19,2485.19,3.08,296.54,245.47,53.05,651.23,10.72,0.03,25.07,1,manufacturing
42.44,136.46,74.41,240.59,20.57,1872.3,0.001,32.1,0.0021,55.29,642.78,0.0033,0.01,0.0042,1,manufacturing
63.18,126.47,95.12,238.24,21.54,2169.36,2.62,40.32,26.57,69.57,4563.0,146.8,0.317,736.6,1,manufacturing
45.25,97.42,226.94,278.59,23.19,2573.81,3.35,51.1,16.2,-60.88,622.38,8.34,0.02,38.15,1,manufacturing
65.03,119.83,0.0053,232.02,11.88,0.0002,2.21,49.13,36.42,64.08,888.33,11.83,0.03,25.52,1,manufacturing
395.79,788.05,88.33,223.05,87.52,1679.16,3.47,38.58,30.57,78.8,418.32,13.08,0.05,28.97,1,manufacturing
65.27,145.26,78.58,229.57,14.31,2310.65,1.94,43.24,25.79,54.86,3606.0,163.9,0.33,260.2,1,manufacturing
48.38,128.91,93.4,0.0009,0.0031,0.0036,3.48,46.67,35.08,27.68,721.95,9.11,0.04,28.7,1,manufacturing
52.49,120.48,77.46,236.4,19.62,1901.95,45.27,48.11,150.0,68.95,651.7,13.37,0.15,32.91,1,manufacturing
77.81,137.36,49.39,232.53,8.5,10800.0,46.74,175.0,32.37,29.88,2560.0,7.57,0.03,16.11,1,manufacturing
53.01,0.008,79.72,237.46,18.96,0.0072,2.55,59.73,17.99,0.0082,905.02,16.56,0.04,30.82,1,manufacturing
212.5,135.67,122.27,227.06,9.25,2247.88,34.94,44.63,16.85,52.81,6.4,16.07,0.03,2.5,1,manufacturing
58.78,150.21,0.0062,231.16,15.29,2136.35,2.16,45.3,32.58,41.8,0.006,0.0033,0.0004,30.62,1,manufacturing
53.84,139.06,119.87,197.63,53.12,4083.39,2.26,30.24,23.17,56.76,405.87,9.51,0.03,31.8,1,manufacturing
42.98,158.35,73.78,230.83,18.83,2311.37,43.95,175.0,0.5,300.0,427.35,10.52,0.0,30.56,1,manufacturing
262.87,110.04,75.96,228.69,147.35,2930.58,3.58,46.55,34.02,454.32,620.45,5.44,0.02,33.71,1,manufacturing
60.94,119.54,109.65,231.4,14.88,2080.93,3.54,31.7,20.73,67.05,7253.0,148.3,0.32,856.9,1,manufacturing
53.56,116.49,97.0,240.26,17.73,1865.84,2.36,39.02,28.77,61.18,3730.0,116.5,0.871,888.2,1,manufacturing
357.25,103.52,66.35,234.24,14.62,10874.45,3.02,53.93,24.58,79.07,662.48,10.22,0.03,33.62,1,manufacturing
52.49,778.28,86.48,229.36,94.36,11898.63,3.57,50.05,25.25,45.65,604.93,14.28,0.01,25.68,1,manufacturing
72.66,114.74,110.79,230.51,11.44,1584.23,4.31,50.39,25.44,48.81,4128.0,136.9,0.696,484.5,1,manufacturing
52.73,116.84,80.48,216.93,14.67,2260.2,2.3,37.84,41.82,31.99,5114.0,106.3,0.545,789.2,1,manufacturing
180.31,120.0,-36.72,267.79,21.05,391.13,2.1,33.37,85.15,34.34,433.0,14.68,0.02,-10.54,1,manufacturing
75.89,130.39,70.66,625.0,0.5,1826.02,16.64,53.03,25.24,34.3,500.03,0.1,0.01,36.97,1,manufacturing
60.04,140.06,99.35,224.13,25.37,0.006,1.63,0.0016,32.02,0.0063,304.44,0.0013,0.02,22.28,1,manufacturing
66.31,127.44,96.69,221.51,15.02,2253.41,3.31,37.48,36.4,34.9,3888.0,171.0,0.532,646.9,1,manufacturing
61.91,0.0025,93.26,233.6,0.004,1766.82,2.42,40.03,25.28,62.09,651.9,0.0025,0.0076,35.56,1,manufacturing
46.3,124.44,0.0074,218.22,16.43,2335.88,0.0094,0.0046,35.39,56.54,578.11,10.07,0.04,35.9,1,manufacturing
49.62,107.12,278.11,278.35,26.3,2622.86,1.68,50.48,20.29,53.62,402.91,34.33,0.09,78.53,1,manufacturing
62.06,0.0066,31.1,0.0011,23.4,0.0042,0.0041,37.86,20.06,83.02,703.62,9.51,0.03,23.04,1,manufacturing
61.58,128.05,77.44,225.6,19.46,16997.23,13.61,269.05,24.1,28.87,2933.98,8.79,0.03,188.53,1,manufacturing
57.89,305.44,84.0,231.24,16.85,5483.49,6.04,42.73,29.34,57.09,1890.89,15.67,0.02,-31.16,1,manufacturing
0.0034,191.1,0.0067,235.0,16.16,1703.31,2.93,40.64,32.38,58.58,1024.0,0.0014,0.02,27.01,1,manufacturing
51.54,651.15,622.38,237.4,16.54,2135.43,14.31,55.23,25.97,77.62,2908.94,11.59,0.01,156.29,1,manufacturing
72.77,672.43,99.12,228.72,19.13,2888.7,1.62,57.93,164.53,52.26,2969.14,98.39,0.03,198.98,1,manufacturing
230.3,129.59,522.63,220.71,9.08,2253.7,3.21,48.09,23.07,65.32,831.15,50.57,0.16,176.42,1,manufacturing
38.25,0.0075,128.64,223.03,20.14,0.0083,1.68,53.13,26.73,50.79,583.82,9.99,0.02,33.98,1,manufacturing
129.33,154.61,150.0,239.0,13.14,2197.05,-1.52,-14.84,29.41,33.91,656.09,-5.68,0.02,89.82,1,manufacturing
0.0044,153.23,133.45,214.6,13.02,0.0019,0.0062,51.13,32.46,43.45,572.78,5.41,0.0027,24.39,1,manufacturing
54.09,889.92,79.63,889.39,18.82,1515.85,14.61,41.64,131.98,18.75,630.25,12.92,0.02,34.27,1,manufacturing
56.97,525.82,667.21,845.75,18.16,13507.74,2.88,43.4,29.31,72.62,422.85,12.22,0.23,33.61,1,manufacturing
52.09,145.99,99.79,229.03,21.5,2149.22,2.51,206.5,34.3,62.09,418.9,61.61,0.03,36.63,1,manufacturing
346.71,157.92,90.82,219.85,121.41,2080.8,19.3,180.31,27.41,343.09,821.64,16.72,0.02,27.58,1,manufacturing
51.35,112.19,84.84,231.12,14.14,3188.18,3.56,36.47,37.77,45.38,3902.0,110.9,0.323,635.5,1,manufacturing
50.7,106.23,107.05,214.01,21.66,2427.17,3.08,48.82,31.04,59.05,4838.0,90.6,0.463,213.7,1,manufacturing
55.96,114.42,73.96,237.87,16.38,2617.5,1.94,44.76,31.05,51.96,3218.0,57.6,0.807,822.4,1,manufacturing
46.67,25.0,109.3,21.0,26.34,1900.24,38.15,46.48,14.82,55.71,582.6,10.43,0.03,16.2,1,manufacturing
47.15,757.95,583.01,232.37,24.78,1794.59,17.83,50.34,31.95,37.57,596.11,9.9,0.02,157.75,1,manufacturing
38.4,296.77,192.87,226.07,-11.9,2245.9,2.65,39.95,-5.42,39.54,-929.72,6.06,-0.01,29.23,1,manufacturing
-28.37,119.16,76.1,227.95,5.58,1906.1,-1.69,48.36,23.35,-76.96,828.45,30.76,0.02,18.01,1,manufacturing
0.0052,0.0016,97.28,225.57,8.21,1816.4,0.0093,29.26,28.7,65.88,612.76,10.09,0.03,26.15,1,manufacturing
54.46,631.45,82.88,233.36,14.85,15832.61,15.08,48.23,31.46,53.69,523.09,10.13,0.01,36.5,1,manufacturing
0.02,153.5,264.96,227.66,15.68,6365.18,-2.21,45.14,26.88,86.19,497.29,9.68,0.06,18.97,1,manufacturing
62.73,190.8,81.36,223.74,15.67,1797.48,1.93,45.81,22.26,51.82,3092.0,110.9,0.463,900.8,1,manufacturing
231.23,98.19,126.48,233.09,13.45,9785.0,1.28,253.97,192.43,69.48,428.63,7.54,0.01,237.22,1,manufacturing
54.1,161.5,106.51,0.0055,0.0032,1926.21,2.57,60.14,30.1,64.62,781.37,0.0086,0.03,23.57,1,manufacturing
62.48,0.0078,89.7,234.42,0.0002,1807.12,2.46,44.26,13.91,41.33,759.86,8.05,0.04,24.51,1,manufacturing
37.81,176.91,71.76,625.0,16.13,2465.75,32.54,48.39,0.5,250.0,282.63,13.98,0.0,27.65,1,manufacturing
47.41,82.19,138.93,230.14,17.74,2173.72,0.0094,51.72,27.84,54.98,0.0027,10.1,0.0003,0.0088,1,manufacturing
72.03,139.73,86.69,221.44,19.82,2338.33,2.03,57.32,16.97,30.81,2424.0,89.0,0.59,784.6,1,manufacturing
68.8,135.33,83.94,230.72,23.56,2050.97,3.02,42.85,23.65,24.73,6228.0,105.4,0.402,732.2,1,manufacturing
65.83,826.74,105.01,1044.78,15.08,2230.5,3.45,52.0,26.68,92.89,829.17,3.42,0.23,31.37,1,manufacturing
61.31,-47.45,81.82,191.74,13.91,2084.84,2.84,52.96,90.75,30.33,-249.56,14.21,0.03,33.19,1,manufacturing
76.34,134.95,524.31,225.05,18.56,13609.57,1.9,51.96,40.41,66.14,4251.78,4.72,0.02,22.82,1,manufacturing
60.27,130.93,88.54,235.53,11.76,2702.79,2.23,54.53,27.45,69.26,3191.0,71.8,0.381,339.1,1,manufacturing
61.06,156.56,71.74,213.37,16.88,2592.1,1.81,39.76,32.36,46.52,6648.0,132.1,0.683,249.3,1,manufacturing
64.13,157.3,568.16,233.01,85.38,1860.52,2.62,33.15,23.94,45.76,539.32,12.41,0.03,17.56,1,manufacturing
54.89,561.73,676.62,232.03,20.34,2551.39,3.6,229.68,32.83,37.66,593.6,9.33,0.01,176.02,1,manufacturing
51.13,80.12,114.79,221.37,19.31,2279.02,2.76,56.05,35.65,41.37,8042.0,91.9,0.38,841.0,1,manufacturing
45.51,110.11,92.78,241.74,13.29,2424.97,2.76,34.87,30.26,65.05,3397.0,68.1,0.341,536.8,1,manufacturing
-35.67,11.35,86.15,233.15,8.38,-1819.49,3.73,62.46,46.47,53.27,-495.48,13.67,0.02,26.77,1,manufacturing
-13.18,292.5,233.63,284.86,12.66,1675.58,3.94,106.71,30.09,48.32,-692.25,9.57,0.03,22.31,1,manufacturing
68.18,144.37,105.48,0.0015,16.36,2923.35,1.03,41.46,23.53,37.64,651.51,7.22,0.02,0.0034,1,manufacturing
0.0065,0.0032,78.68,245.32,0.0074,1906.65,2.95,41.69,28.88,59.11,555.99,0.0023,0.03,16.3,1,manufacturing
0.0092,123.11,115.77,232.16,0.0083,1730.85,3.59,63.58,27.12,37.59,0.0051,11.31,0.03,33.99,1,manufacturing
66.94,148.04,72.29,1120.04,15.01,2661.5,20.16,275.87,35.93,59.56,316.98,7.38,0.02,10.84,1,manufacturing
63.41,133.78,137.09,234.92,16.08,1215.68,2.6,47.86,21.22,23.27,3548.0,199.9,0.88,211.9,1,manufacturing
74.09,135.02,91.68,236.02,9.84,2283.57,1.34,50.72,0.0049,49.93,569.8,8.14,0.0092,0.0003,1,manufacturing
37.96,150.83,95.07,230.64,19.14,2859.87,0.83,30.14,23.34,56.3,3917.0,188.0,0.781,239.6,1,manufacturing
54.77,159.42,82.91,783.37,15.72,1848.54,18.18,188.25,34.59,418.35,4144.22,10.5,0.02,38.34,1,manufacturing
72.84,139.03,58.31,228.57,18.65,2456.22,3.19,41.99,37.71,26.43,-1015.65,6.74,-0.01,99.37,1,manufacturing
56.51,136.76,71.57,236.68,18.71,2336.71,4.04,48.52,184.72,50.74,293.46,15.28,0.19,24.1,1,manufacturing
51.96,135.72,0.0055,230.72,21.28,2465.84,2.96,43.83,28.12,39.63,505.2,0.0011,0.03,19.5,1,manufacturing
81.84,120.44,0.0011,228.77,0.0077,2973.9,4.79,54.47,36.93,92.72,461.14,0.0094,0.03,26.13,1,manufacturing
54.04,156.22,64.04,1188.66,15.65,14925.84,2.9,52.01,19.43,362.05,579.83,59.06,0.04,38.63,1,manufacturing
71.1,118.69,88.68,0.0073,0.001,2417.54,3.49,0.0067,37.28,54.36,621.86,0.0088,0.03,13.26,1,manufacturing
51.24,186.24,96.67,216.59,14.53,2018.76,3.12,48.18,37.63,55.39,3793.0,102.1,0.389,883.6,1,manufacturing
67.19,184.94,65.71,105.0,21.97,1309.97,49.69,45.31,27.75,69.19,520.59,0.5,0.03,0.5,1,chemical_facility
66.64,172.55,91.23,227.34,22.89,3023.96,2.84,30.76,24.48,48.77,3347.0,110.1,0.824,322.9,1,chemical_facility
72.66,123.01,137.9,217.07,16.22,2645.7,2.64,46.77,26.16,67.44,4111.0,54.9,0.411,826.6,1,chemical_facility
91.28,191.35,89.89,230.1,19.84,0.0094,1.69,0.0009,0.0073,0.0068,787.39,13.14,0.01,34.93,1,chemical_facility
79.33,133.4,96.35,0.0066,0.0058,2279.61,3.16,50.12,14.96,0.0085,546.89,9.59,0.02,0.0011,1,chemical_facility
0.0092,163.34,71.54,238.0,18.57,0.0036,2.13,29.67,23.73,53.86,567.2,8.85,0.04,35.21,1,chemical_facility
66.81,193.85,74.78,219.42,16.9,1272.72,4.2,45.29,28.65,56.22,3240.0,144.6,0.47,781.9,1,chemical_facility
85.94,168.88,-73.67,232.57,43.36,3241.74,8.7,-8.38,33.02,165.88,586.78,8.3,0.03,37.79,1,chemical_facility
71.75,500.0,74.22,229.54,16.48,1453.22,41.9,52.96,26.94,300.0,6.4,0.1,0.02,24.3,1,chemical_facility
212.5,500.0,70.72,228.68,20.29,2048.17,49.95,42.24,150.0,42.42,397.18,5.41,0.03,150.0,1,chemical_facility
-12.12,190.83,96.37,282.67,24.59,2165.65,3.18,50.92,78.66,53.36,561.77,5.35,-0.03,23.04,1,chemical_facility
94.6,208.45,86.9,227.96,17.74,2442.09,3.02,43.53,211.26,26.76,388.35,10.55,0.02,168.3,1,chemical_facility
66.85,162.19,91.59,227.73,103.23,2274.05,20.02,224.13,27.26,47.41,606.88,8.02,0.03,27.99,1,chemical_facility
46.05,182.1,3.0,237.43,21.3,2864.39,48.5,44.43,19.31,250.0,335.6,14.29,0.15,150.0,1,chemical_facility
87.8,185.27,226.46,271.21,51.21,1823.97,8.04,54.26,22.36,78.49,561.67,-18.41,0.01,27.66,1,chemical_facility
255.0,178.79,66.6,231.31,10.8,2876.39,34.38,2.0,0.5,42.73,664.42,7.61,0.01,30.66,1,chemical_facility
255.0,214.44,73.62,241.31,19.29,2523.46,43.11,44.82,150.0,38.43,240.6,15.79,0.0,19.28,1,chemical_facility
-23.89,146.66,120.52,289.13,52.83,1876.83,1.94,49.69,22.49,40.3,1924.01,10.26,0.08,34.35,1,chemical_facility
75.13,238.04,3.0,236.86,20.69,1986.22,19.33,45.22,27.33,42.99,6.4,0.1,0.04,31.38,1,chemical_facility
130.75,174.53,221.1,227.03,11.59,5656.45,10.3,27.25,28.66,38.49,1726.2,5.5,0.0,28.28,1,chemical_facility
70.31,-38.89,71.78,281.56,-8.22,2038.71,3.68,55.04,86.11,-69.05,432.22,-3.67,0.02,26.89,1,chemical_facility
0.0068,188.86,67.61,226.34,19.49,1957.61,2.35,32.27,29.62,54.95,0.0076,0.0052,0.0097,26.95,1,chemical_facility
77.55,210.43,81.22,227.2,17.17,2319.4,2.17,48.03,0.004,0.0042,592.34,18.93,0.01,24.48,1,chemical_facility
75.01,127.62,450.0,232.49,23.98,80.0,17.39,40.35,27.68,68.7,32.0,11.76,0.02,38.1,1,chemical_facility
80.44,133.41,45.99,223.55,13.85,1936.2,19.94,40.45,150.0,57.42,2560.0,16.02,0.01,25.06,1,chemical_facility
88.82,200.22,137.32,225.88,17.78,2433.27,3.29,27.43,20.58,58.02,5412.0,146.3,0.619,309.0,1,chemical_facility
101.94,225.34,77.2,230.61,21.58,2056.23,3.49,35.63,34.44,50.79,7948.0,134.8,0.894,924.8,1,chemical_facility
68.27,199.09,98.68,857.76,21.22,2663.83,3.35,39.59,168.72,34.98,201.29,74.86,0.03,144.49,1,chemical_facility
72.46,173.98,80.71,235.23,13.43,2928.76,1.73,49.59,32.56,45.79,7237.0,53.9,0.777,803.3,1,chemical_facility
81.3,178.95,103.84,222.62,15.52,10800.0,30.05,34.68,22.05,74.22,569.72,14.0,0.0,20.89,1,chemical_facility
168.16,202.97,87.03,189.12,19.41,2296.92,-1.64,47.19,36.67,44.22,497.85,34.29,0.04,37.71,1,chemical_facility
88.65,181.45,128.14,237.81,19.39,10800.0,37.46,40.3,12.84,43.26,392.11,13.51,0.01,125.0,1,chemical_facility
66.28,600.0,118.2,239.15,13.48,1748.19,34.79,210.0,28.86,83.07,384.49,8.81,0.0,150.0,1,chemical_facility
78.97,600.0,92.06,230.25,2.5,1160.16,32.41,49.84,31.14,49.79,712.55,11.99,0.03,35.71,1,chemical_facility
74.66,140.55,73.67,236.19,25.09,1557.04,2.66,39.03,27.22,55.57,7928.0,65.1,0.515,518.4,1,chemical_facility
296.77,178.01,88.0,225.32,20.39,2017.28,1.83,37.99,35.76,64.28,488.76,12.75,0.22,18.04,1,chemical_facility
76.54,172.69,86.91,228.94,20.03,6429.14,3.58,46.96,30.87,49.36,2011.09,10.12,-0.04,26.41,1,chemical_facility
5.74,312.45,112.63,229.33,-12.84,1868.54,3.64,49.63,77.25,61.36,368.41,10.05,0.09,22.07,1,chemical_facility
68.55,149.72,110.35,233.87,15.18,1962.84,-2.17,39.93,72.9,-35.97,828.03,7.94,0.03,-36.48,1,chemical_facility
0.0019,0.0033,116.09,226.49,11.5,2033.87,0.0065,0.0039,25.85,75.01,629.25,12.41,0.03,36.96,1,chemical_facility
65.54,143.23,0.0024,233.02,11.43,0.0064,2.03,42.83,18.87,93.63,537.97,6.86,0.02,0.0003,1,chemical_facility
65.77,176.26,94.25,232.33,23.76,1345.79,1.41,36.65,0.0015,10.0,893.55,11.57,0.0067,0.0038,1,chemical_facility
91.85,149.62,127.16,236.27,13.79,2203.7,31.38,26.77,35.62,250.0,3072.0,0.5,0.03,20.55,1,chemical_facility
66.25,145.04,94.45,229.59,22.7,2697.47,3.42,42.74,25.51,67.96,5471.0,165.5,0.744,480.8,1,chemical_facility
0.0099,183.41,99.61,229.66,14.81,1794.83,2.14,49.26,24.34,72.27,573.05,0.0021,0.04,26.19,1,chemical_facility
